"ath1_probe";"probe_target_number";"FC_35LFY_Ler_GSE911";"pfp_35LFY_Ler_GSE911";"P.value_35LFY_Ler_GSE911";"FC_DexCyclo_Cyclo_GSE911";"pfp_FC_DexCyclo_Cyclo_GSE911";"P.value_FC_DexCyclo_Cyclo_GSE911";"FC_DEX_MOCK_GSE911";"pfp_DEX_MOCK_GSE911";"P.value_DEX_MOCK_GSE911";"FC_LFYGR_WT_GSE28062";"pfp_LFYGR_WT_GSE28062";"P.value_LFYGR_WT_GSE28062"
"253562_at";8662;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4103;"0.0421";"0.001"
"253573_at";8673;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4682;"0.0058";"0,0001"
"253609_at";8709;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6856;"0.0473";"0.0022"
"253617_at";8717;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5704;"0.0133";"0,0004"
"253619_at";8719;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1833;"0";"0"
"253620_at";8720;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5647;"0.013";"0,0004"
"253627_at";8727;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6904;"0.0603";"0.003"
"253630_at";8730;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4812;"0.0282";"0,0005"
"253636_at";8736;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5416;"0.0293";"0,0006"
"253638_at";8738;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6541;"0.0336";"0.0014"
"253650_at";8750;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5854;"0.0159";"0,0005"
"253714_at";8814;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.468;"0.0378";"0,0008"
"253722_at";8822;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7408;"0.0904";"0.0049"
"253732_at";8832;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5707;"0.0162";"0,0005"
"253746_at";8846;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5664;"0.0168";"0,0005"
"253749_at";8849;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4352;"0.0029";"0"
"253769_at";8869;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5138;"0.0302";"0,0006"
"253776_at";8876;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6292;"0.0308";"0.0012"
"253788_at";8888;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4506;"0.0039";"0,0001"
"253803_at";8903;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7244;"0.0792";"0.0042"
"253806_at";8906;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6456;"0.0307";"0.0012"
"253808_at";8908;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3689;"0.0704";"0.0022"
"253811_at";8911;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4113;"0.0614";"0.0017"
"253815_at";8915;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.569;"0.017";"0,0005"
"253817_at";8917;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5081;"0.0219";"0,0004"
"253818_at";8918;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.655;"0.0084";"0,0001"
"253828_at";8928;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4158;"0.0029";"0"
"253849_at";8949;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.342;"0.0893";"0.0032"
"253854_at";8954;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6236;"0.0237";"0,0009"
"253874_at";8974;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.654;"0.0377";"0.0016"
"253875_at";8975;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5502;"0.011";"0,0003"
"253904_at";9004;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.7089;"0";"0"
"253908_at";9008;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4211;"0.0026";"0"
"253911_at";9011;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5796;"0.0158";"0,0005"
"253916_at";9016;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7388;"0.0033";"0"
"253923_at";9023;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4012;"0.0554";"0.0015"
"253940_at";9040;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1641;"0";"0"
"253945_at";9045;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7179;"0.0697";"0.0035"
"253948_at";9048;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5244;"0.0089";"0,0002"
"253953_at";9053;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5782;"0.0216";"0,0003"
"253954_at";9054;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7298;"0.0843";"0.0045"
"253964_at";9064;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4143;"0.0484";"0.0012"
"253973_at";9073;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3275;"0.0964";"0.0036"
"253987_at";9087;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5444;"0.0166";"0,0002"
"254001_at";9101;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.7806;"0";"0"
"254010_at";9110;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3779;"0.0739";"0.0023"
"254015_at";9115;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6531;"0.0427";"0.0019"
"254016_at";9116;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0973;"0";"0"
"254022_at";9122;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3021;"0,0003";"0"
"254027_at";9127;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4962;"0.0231";"0,0004"
"254037_at";9137;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.551;"0.0158";"0,0005"
"254040_at";9140;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6657;"0.0462";"0.0021"
"254052_at";9152;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7097;"0.0913";"0.005"
"254065_at";9165;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.714;"0";"0"
"254076_at";9176;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6874;"0.0521";"0.0025"
"254085_at";9185;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7295;"0.0789";"0.0041"
"254118_at";9218;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.395;"0.0018";"0"
"254119_at";9219;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2921;"0,0002";"0"
"254150_at";9250;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4129;"0.0458";"0.0011"
"254153_at";9253;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5609;"0.0162";"0,0002"
"254175_at";9275;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2524;"0,0002";"0"
"254196_at";9296;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.6158;"0";"0"
"254197_at";9297;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2456;"0,0002";"0"
"254201_at";9301;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1953;"0,0001";"0"
"254207_at";9307;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6688;"0.0378";"0.0016"
"254221_at";9321;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.588;"0.0093";"0,0001"
"254225_at";9325;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7169;"0.0676";"0.0034"
"254292_at";9392;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5256;"0.0092";"0,0002"
"254293_at";9393;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.38;"0.0689";"0.0021"
"254301_at";9401;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4171;"0.0501";"0.0012"
"254304_at";9404;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.398;"0.0513";"0.0013"
"254305_at";9405;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4111;"0.0024";"0"
"254315_at";9415;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5238;"0.0415";"0,0009"
"254328_at";9428;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.649;"0.039";"0.0017"
"254329_at";9429;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9069;"0.0013";"0"
"254331_s_at";9431;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.716;"0.074";"0.0038"
"254343_at";9443;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6715;"0.0424";"0.0019"
"254349_at";9449;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5558;"0.0224";"0,0008"
"254360_at";9460;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6047;"0.0166";"0,0002"
"254362_at";9462;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5354;"0.0093";"0,0002"
"254363_at";9463;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6465;"0.0316";"0.0013"
"254377_at";9477;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3898;"0.0016";"0"
"254384_at";9484;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7485;"0.0031";"0"
"254405_at";9505;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5857;"0.0094";"0,0001"
"254408_at";9508;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.327;"0,0004";"0"
"254410_at";9510;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3291;"0.0975";"0.0037"
"254465_at";9565;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.432;"0.0038";"0,0001"
"254466_at";9566;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5909;"0.0177";"0,0006"
"254490_at";9590;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6826;"0.0642";"0.0032"
"254492_at";9592;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4273;"0.0414";"0,0009"
"254521_at";9621;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.467;"0.0053";"0,0001"
"254549_at";9649;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7272;"0.0797";"0.0042"
"254553_at";9653;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7742;"0.0054";"0,0001"
"254563_at";9663;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4047;"0.002";"0"
"254571_at";9671;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4908;"0.0058";"0,0001"
"254573_at";9673;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7026;"0.0626";"0.0031"
"254575_at";9675;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6536;"0.0403";"0.0018"
"254600_at";9700;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5732;"0.0189";"0,0003"
"254609_at";9709;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5754;"0.0147";"0,0004"
"254610_at";9710;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5341;"0.0117";"0,0003"
"254612_at";9712;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3742;"0.0608";"0.0017"
"254629_at";9729;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.622;"0.0638";"0.0032"
"254633_at";9733;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5671;"0.0131";"0,0004"
"254638_at";9738;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3675;"0.0661";"0.0019"
"254643_at";9743;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8763;"0.0012";"0"
"254651_at";9751;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4011;"0.0537";"0.0014"
"254663_at";9763;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1491;"0";"0"
"254665_at";9765;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6668;"0.0399";"0.0017"
"254673_at";9773;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7209;"0.088";"0.0048"
"254676_at";9776;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.431;"0.0377";"0,0008"
"254681_at";9781;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3828;"0.0607";"0.0017"
"254691_at";9791;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.503;"0.0227";"0,0004"
"254695_at";9795;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4841;"0.0063";"0,0001"
"254705_at";9805;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4667;"0.0308";"0,0006"
"254707_at";9807;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.3191;"0,0001";"0"
"254710_at";9810;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5217;"0.0117";"0,0003"
"254728_at";9828;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5343;"0.0422";"0.001"
"254740_s_at";9840;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4342;"0.0392";"0,0008"
"254744_at";9844;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4252;"0.0026";"0"
"254756_at";9856;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4208;"0.0041";"0,0001"
"254761_at";9861;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5096;"0.0072";"0,0002"
"254770_at";9870;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5715;"0.0115";"0,0001"
"254786_at";9886;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3921;"0.0016";"0"
"254791_at";9891;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6989;"0.0833";"0.0045"
"254811_at";9911;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3237;"0.0996";"0.0038"
"254816_at";9916;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4551;"0.0042";"0,0001"
"254853_at";9953;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7869;"0.0019";"0"
"254862_at";9962;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4217;"0.0404";"0,0009"
"254907_at";10007;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3184;"0,0003";"0"
"254915_s_at";10015;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3456;"0.0835";"0.0029"
"254926_at";10026;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4139;"0.0026";"0"
"254943_at";10043;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4156;"0.0446";"0.001"
"254948_at";10048;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5318;"0.011";"0,0003"
"254954_at";10054;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6846;"0.0574";"0.0028"
"254971_at";10071;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2512;"0,0002";"0"
"255028_at";10128;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4513;"0.0034";"0,0001"
"255038_at";10138;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5559;"0.0143";"0,0002"
"255110_at";10210;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0911;"0";"0"
"255111_at";10211;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.099;"0";"0"
"255129_at";10229;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4985;"0.006";"0,0001"
"255132_at";10232;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3453;"0.0855";"0.003"
"255149_at";10249;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.35;"0,0006";"0"
"255232_at";10332;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6149;"0.0076";"0,0001"
"255243_at";10343;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4581;"0.0458";"0.0011"
"255255_at";10355;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6049;"0.008";"0,0001"
"255261_s_at";10361;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.615;"0.0072";"0,0001"
"255285_at";10385;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3524;"0,0006";"0"
"255302_at";10402;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5826;"0.0323";"0.0013"
"255364_s_at";10464;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6912;"0.053";"0.0025"
"255403_at";10503;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4835;"0.028";"0,0005"
"255417_at";10517;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6656;"0.0379";"0.0016"
"255443_at";10543;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7017;"0.0675";"0.0034"
"255462_at";10562;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4323;"0.003";"0"
"255485_at";10585;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4353;"0.0462";"0.0011"
"255502_at";10602;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6431;"0.0384";"0.0016"
"255536_at";10636;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4731;"0.0354";"0,0007"
"255575_at";10675;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1228;"0";"0"
"255578_at";10678;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3797;"0.0013";"0"
"255579_at";10679;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.261;"0,0001";"0"
"255590_at";10690;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6949;"0.0515";"0.0024"
"255593_at";10693;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3329;"0.0938";"0.0035"
"255619_s_at";10719;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5542;"0.0143";"0,0002"
"255626_at";10726;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6514;"0.0321";"0.0013"
"255636_at";10736;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6629;"0.0428";"0.0019"
"255639_at";10739;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3487;"0.0794";"0.0026"
"255642_at";10742;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5113;"0.008";"0,0002"
"255664_at";10764;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6969;"0.0678";"0.0034"
"255694_at";10794;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3372;"0,0006";"0"
"255726_at";10826;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2859;"0,0002";"0"
"255733_at";10833;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.9051;"0,0009";"0"
"255753_at";10853;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.297;"0,0003";"0"
"255759_at";10859;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3723;"0.0702";"0.0021"
"255779_at";10879;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5547;"0.0134";"0,0002"
"255797_at";10897;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3535;"0.072";"0.0022"
"255802_s_at";10902;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5734;"0.0181";"0,0006"
"255807_at";10907;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6014;"0.0243";"0,0009"
"255824_at";10924;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4641;"0.0057";"0,0001"
"255825_at";10925;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5794;"0.017";"0,0005"
"255842_at";10942;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5384;"0.0112";"0,0003"
"255854_at";10954;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2493;"0,0002";"0"
"255867_at";10967;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.134;"0";"0"
"255876_at";10976;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5021;"0.0092";"0,0002"
"255893_at";10993;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4379;"0.0428";"0.001"
"255908_s_at";11008;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3931;"0.0547";"0.0014"
"255945_at";11045;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.409;"0.0025";"0"
"255955_at";11055;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5766;"0.0162";"0,0005"
"255957_at";11057;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5543;"0.018";"0,0006"
"255969_at";11069;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5016;"0.0198";"0,0003"
"256022_at";11122;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3571;"0,0008";"0"
"256024_at";11124;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5954;"0.018";"0,0006"
"256033_at";11133;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3829;"0.0736";"0.0023"
"256049_at";11149;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.406;"0.0521";"0.0014"
"256093_at";11193;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4923;"0.0059";"0,0001"
"256099_at";11199;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3073;"0,0003";"0"
"256111_at";11211;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.389;"0.0556";"0.0015"
"256120_at";11220;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4864;"0.013";"0,0004"
"256131_at";11231;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2161;"0";"0"
"256145_at";11245;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3476;"0,0006";"0"
"256186_at";11286;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6059;"0.0212";"0,0007"
"256191_at";11291;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3483;"0.0851";"0.003"
"256193_at";11293;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6506;"0.0077";"0,0001"
"256237_at";11337;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5693;"0.0138";"0,0004"
"256245_at";11345;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2413;"0,0001";"0"
"256246_at";11346;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.769;"0.0034";"0"
"256255_at";11355;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.668;"0.0378";"0.0016"
"256319_at";11419;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4862;"0.006";"0,0001"
"256337_at";11437;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3919;"0.0643";"0.0019"
"256366_at";11466;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6128;"0.0457";"0.0021"
"256376_s_at";11476;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.238;"0,0001";"0"
"256389_at";11489;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3344;"0.0836";"0.0029"
"256427_at";11527;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6737;"0.0588";"0.0029"
"256469_at";11569;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6077;"0.0079";"0,0001"
"256503_at";11603;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0698;"0";"0"
"256508_at";11608;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5337;"0.0164";"0,0002"
"256537_at";11637;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4146;"0.0025";"0"
"256541_at";11641;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4002;"0.0479";"0.0012"
"256543_at";11643;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3613;"0.0703";"0.0021"
"256567_at";11667;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3698;"0.0672";"0.002"
"256569_at";11669;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.3477;"0";"0"
"256577_at";11677;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5124;"0.0072";"0,0002"
"256589_at";11689;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.4841;"0";"0"
"256598_at";11698;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5426;"0.0114";"0,0003"
"256599_at";11699;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2571;"0.0978";"0.0037"
"256614_at";11714;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5003;"0.0072";"0,0002"
"256621_at";11721;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3315;"0,0005";"0"
"256633_at";11733;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6471;"0.0079";"0,0001"
"256654_at";11754;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4027;"0.0606";"0.0017"
"256676_at";11776;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6387;"0.0295";"0.0012"
"256698_at";11798;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3662;"0.0691";"0.0021"
"256706_at";11806;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4812;"0.0277";"0,0005"
"256720_at";11820;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5992;"0.0295";"0.0012"
"256725_at";11825;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5974;"0.0185";"0,0006"
"256743_at";11843;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2051;"0";"0"
"256751_at";11851;NA;NA;NA;NA;NA;NA;NA;NA;NA;10.3367;"0";"0"
"256757_at";11857;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2056;"0";"0"
"256761_at";11861;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6111;"0.0442";"0.002"
"256765_at";11865;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3566;"0.0671";"0.002"
"256781_at";11881;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.696;"0.0839";"0.0045"
"256782_at";11882;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.572;"0.0391";"0,0008"
"256785_at";11885;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3878;"0.0572";"0.0015"
"256797_at";11897;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6512;"0.0339";"0.0014"
"256799_at";11899;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6901;"0.0584";"0.0029"
"256841_x_at";11941;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.2189;"0";"0"
"256865_at";11965;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3518;"0.0764";"0.0025"
"256894_at";11994;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7291;"0.0076";"0,0001"
"256919_at";12019;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4298;"0.0648";"0.0019"
"256926_at";12026;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1957;"0";"0"
"256930_at";12030;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7177;"0.0775";"0.004"
"256942_at";12042;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6498;"0.033";"0.0014"
"256964_at";12064;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7267;"0.0789";"0.0042"
"256965_at";12065;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3374;"0.0814";"0.0028"
"256970_at";12070;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6314;"0.0267";"0.001"
"256999_at";12099;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6447;"0.0315";"0.0013"
"257010_at";12110;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5331;"0.0231";"0,0004"
"257026_at";12126;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6263;"0.0276";"0.0011"
"257038_at";12138;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7203;"0.0714";"0.0037"
"257047_at";12147;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.455;"0.0476";"0.0012"
"257076_at";12176;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5497;"0.019";"0,0003"
"257078_at";12178;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7676;"0.0041";"0"
"257088_at";12188;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.726;"0.0764";"0.004"
