Model_name;Type;Short_description;Curator_summary;Computational_description;probe_name;probe_target_number;FC_LFY.GR_Col_GSE28062;pfp;P.value;FC_SP3_Col;pfp;P.value;FC_SP1_Col;pfp;P.value;FC_35LFY_Ler_GSE911;pfp;P.value;FC_Dex_Mock_GSE911;pfp;P.value;FC_DexCyclo_Cyclo_GSE911;pfp;P.value;FC_Col.12DAF_lfy.12DAF;pfp;P.value;FC_Col.7DAF_lfy.7DAF;pfp;P.value;FC_Col.5DAF_lfy.5DAF;pfp;P.value;FC_Col.3DAF_lfy.3DAF;pfp;P.value
LFY-GR_vs_WT_GSE28062;;;;;266299_at;;0.7316;0.0961;0.0054;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252076_at;;0.7127;0.0967;0.0054;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259528_at;;0.7477;0.0966;0.0054;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264991_s_at;;0.7425;0.0973;0.0055;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246250_at;;0.7021;0.0975;0.0055;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245859_at;;0.7366;0.0977;0.0055;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258505_at;;0.7398;0.0985;0.0055;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257381_at;;0.7042;0.0989;0.0056;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251740_at;;0.7442;0.0991;0.0056;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247490_at;;235.2749;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247610_at;;23.975;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247888_at;;18.1083;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245034_at;;15.8682;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246597_at;;11.7303;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;256751_at;;10.3367;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249191_at;;9.5108;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252414_at;;9.1737;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249858_at;;8.9173;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249932_at;;7.9954;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250396_at;;7.7317;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261840_at;;7.67;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261191_at;;7.6418;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260023_at;;7.3649;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248596_at;;6.8452;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257118_at;;6.7878;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252167_at;;6.4545;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263603_at;;6.2796;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260353_at;;6.3244;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263836_at;;6.1909;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252964_at;;5.8049;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245171_at;;5.8302;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254065_at;;5.714;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;256589_at;;5.4841;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263216_s_at;;5.3308;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263664_at;;4.6955;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253326_at;;4.5438;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252415_at;;4.583;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259842_at;;4.5443;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250937_at;;4.3777;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248569_at;;4.4662;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250869_at;;4.3339;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259596_at;;4.191;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260143_at;;4.1956;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258270_at;;3.926;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249337_at;;3.9904;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258377_at;;4.1074;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260741_at;;3.7782;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257315_at;;3.6662;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254001_at;;3.7806;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254196_at;;3.6158;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262088_at;;3.5956;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258596_at;;3.4918;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260743_at;;3.4155;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;256310_at;;3.4019;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265209_at;;3.3437;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266216_at;;3.3414;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;256841_x_at;;3.2189;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258306_at;;3.2639;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250533_at;;3.1442;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262019_s_at;;3.1945;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253904_at;;3.7089;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;256569_at;;3.3477;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260264_at;;3.1113;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254300_at;;3.1314;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253827_at;;2.9809;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267388_at;;2.9428;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247406_at;;3.0077;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257262_at;;2.9471;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258742_at;;2.9007;2,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253692_at;;2.9344;2,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263452_at;;2.9355;2,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248763_at;;2.8598;2,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249190_at;;2.8758;2,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252882_at;;2.7193;2,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267011_at;;2.6841;2,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257964_at;;2.7075;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245677_at;;2.8536;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249527_at;;2.9032;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265633_at;;2.5927;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262748_at;;2.7269;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263133_at;;2.6984;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262745_at;;2.6723;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249996_at;;2.66;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245501_at;;2.5012;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261420_at;;2.6006;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265486_at;;2.7043;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245052_at;;2.4199;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248252_at;;2.4384;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247995_at;;2.4438;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261937_at;;2.4338;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247189_at;;2.3394;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250300_at;;2.4676;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260784_at;;2.3013;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254707_at;;2.3191;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264824_at;;2.3872;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254385_s_at;;2.3219;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267178_at;;2.3083;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245702_at;;2.2491;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266901_at;;2.4132;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251356_at;;2.2043;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262730_at;;2.2161;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258626_at;;2.2361;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247835_at;;2.1854;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260955_at;;2.1712;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254201_at;;2.1953;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250915_at;;2.1498;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;255775_at;;2.1372;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261564_at;;2.1597;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252084_at;;2.205;1,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267069_at;;2.1955;2,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254197_at;;2.2456;2,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258747_at;;2.1249;2,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259466_at;;2.1554;2,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258339_at;;2.1493;2,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252374_at;;2.112;2,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249037_at;;2.1121;2,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249126_at;;2.1271;2,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245558_at;;2.1102;3,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245495_at;;2.0776;3,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258990_at;;2.0937;3,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259372_at;;2.272;3,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250616_at;;2.0308;3,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251363_at;;2.0501;3,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252123_at;;2.0256;3,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;258349_at;;2.0252;3,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259904_at;;2.143;3,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253364_at;;2.0441;4,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249933_at;;2.0194;5,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259272_at;;1.9822;5,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245041_at;;2.14;5,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249071_at;;2.0736;5,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260181_at;;1.9513;5,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247087_at;;2.1027;6,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263236_at;;1.9355;6,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262581_at;;1.9186;6,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260993_at;;1.9558;7,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246463_at;;2.0317;8,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251124_s_at;;1.9197;8,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259312_at;;1.9248;8,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;255733_at;;1.9051;9,00E-04;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260395_at;;1.8878;0.0012;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254643_at;;1.8763;0.0012;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248432_at;;1.9277;0.0012;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248801_at;;1.8826;0.0013;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262220_at;;1.8641;0.0013;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254329_at;;1.9069;0.0013;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260840_at;;1.9096;0.0013;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250777_at;;1.9226;0.0013;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265511_at;;1.8756;0.0013;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251160_at;;1.8948;0.0013;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267532_at;;1.8491;0.0014;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265536_at;;1.8547;0.0014;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252529_at;;1.8761;0.0015;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246137_at;;1.8572;0.0015;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250182_at;;1.9871;0.0015;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264521_at;;1.8783;0.0016;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246108_at;;2.0127;0.0016;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257991_at;;1.896;0.0016;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264466_at;;1.8838;0.0016;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266545_at;;1.9433;0.0016;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250333_at;;1.8195;0.0018;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257959_at;;1.8223;0.0018;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247436_at;;1.8019;0.0018;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;267339_at;;1.8147;0.0018;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262525_at;;1.8746;0.0018;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250666_at;;1.8378;0.0018;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;245925_at;;1.8208;0.0018;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;257854_at;;1.8042;0.0018;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;AFFX-Athal-25SrRNA_s_at;;1.9065;0.0019;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249121_at;;1.8163;0.0019;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266566_at;;1.8065;0.0019;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259927_at;;1.8075;0.0019;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262505_at;;1.8303;0.0019;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246396_at;;1.7863;0.0019;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254853_at;;1.7869;0.0019;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252215_at;;1.7838;0.0022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;260367_at;;1.8026;0.0021;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259614_at;;1.8076;0.0022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;259979_at;;1.7867;0.0022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249375_at;;1.8338;0.0023;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;248766_at;;1.786;0.0024;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252557_at;;1.9198;0.0024;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261060_at;;1.898;0.0024;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264772_at;;1.7662;0.0024;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;263179_at;;1.7763;0.0024;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;246331_at;;1.8773;0.0025;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251013_at;;1.8265;0.0026;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251200_at;;1.796;0.0026;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;254384_at;;1.7485;0.0031;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;253916_at;;1.7388;0.0033;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;262300_at;;1.9388;0.0032;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;251795_at;;1.7619;0.0033;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;252115_at;;1.7195;0.0033;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;265664_at;;1.7518;0.0034;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;256246_at;;1.769;0.0034;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;249914_at;;1.7225;0.0034;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;247319_at;;1.7703;0.0034;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;261717_at;;1.7376;0.0034;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;250326_at;;1.7106;0.0034;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;266803_at;;1.7094;0.0034;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFY-GR_vs_WT_GSE28062;;;;;264436_at;;1.7303;0.0034;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
