"ath1_probe";"probe_target_number";"FC_35LFY_vs_LER";"pfp_35LFY_vs_LER_down";"P.value_35LFY_vs_LER_down";"pfp_35LFY_vs_LER_up";"P.value_35LFY_vs_LER_up"
"246576_at";"1676";"1.6296";"1.011";"0.9993";"0.192";"0.0026"
"246577_at";"1677";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246578_at";"1678";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246579_at";"1679";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246580_at";"1680";"1.0125";"0.9744";"0.723";"1.2781";"0.4247"
"246581_at";"1681";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246582_at";"1682";"1.0181";"1.0007";"0.7933";"1.2266";"0.3659"
"246583_at";"1683";"1.0379";"1.3673";"0.5417";"1.2424";"0.3815"
"246584_at";"1684";"1.1417";"1.0621";"0.9457";"0.8294";"0.1057"
"246585_at";"1685";"0.7653";"0.5248";"0.0268";"1.0352";"0.9899"
"246586_at";"1686";"0.9958";"1.3062";"0.4209";"0.9856";"0.7394"
"246587_at";"1687";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246588_at";"1688";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246589_at";"1689";"0.9335";"1.055";"0.2026";"1.0294";"0.8651"
"246590_at";"1690";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246591_at";"1691";"0.8318";"0.6945";"0.0591";"1.0516";"0.9704"
"246592_at";"1692";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246593_at";"1693";"1.0229";"1.3091";"0.4514";"1.2739";"0.4181"
"246594_at";"1694";"1.077";"1.3491";"0.5168";"1.1227";"0.2845"
"246595_at";"1695";"1.3444";"1.0423";"0.981";"0.5109";"0.0205"
"246596_at";"1696";"0.9108";"0.9064";"0.1318";"1.0567";"0.9423"
"246597_at";"1697";"0.6904";"0.3756";"0.0117";"1.0259";"0.9949"
"246598_at";"1698";"1.0025";"1.3677";"0.542";"1.3439";"0.5745"
"246599_at";"1699";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246600_at";"1700";"1.0315";"1.05";"0.8723";"1.1062";"0.2733"
"246601_at";"1701";"0.889";"0.8494";"0.1063";"1.057";"0.9522"
"246602_at";"1702";"0.9825";"1.2871";"0.3793";"0.9917";"0.7751"
"246603_at";"1703";"0.6028";"0.2248";"0.0039";"1.0246";"0.9956"
"246604_at";"1704";"0.8595";"0.8811";"0.1192";"1.018";"0.8444"
"246605_at";"1705";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246606_at";"1706";"0.9305";"1.1131";"0.2352";"1.0062";"0.8145"
"246607_at";"1707";"1.0464";"1.2597";"0.3407";"1.0578";"0.2407"
"246608_at";"1708";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246609_at";"1709";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246610_at";"1710";"0.9195";"1.0712";"0.2118";"1.0094";"0.8215"
"246611_at";"1711";"0.917";"0.9319";"0.1415";"1.0561";"0.9344"
"246612_at";"1712";"1.0897";"1.0654";"0.9227";"0.9251";"0.1578"
"246613_at";"1713";"0.9668";"1.2226";"0.3077";"0.986";"0.7548"
"246614_at";"1714";"0.8063";"0.6344";"0.0445";"1.0514";"0.9707"
"246615_at";"1715";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246616_at";"1716";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246617_at";"1717";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246618_at";"1718";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246619_at";"1719";"1.0077";"0.8994";"0.6222";"1.2679";"0.4105"
"246620_at";"1720";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246621_at";"1721";"1.1308";"1.062";"0.9468";"0.851";"0.1175"
"246622_at";"1722";"0.9644";"1.2597";"0.3405";"1.3247";"0.5502"
"246623_at";"1723";"0.9799";"1.2882";"0.3827";"1.2898";"0.4735"
"246624_at";"1724";"0.8347";"0.8502";"0.1073";"0.9851";"0.7466"
"246625_at";"1725";"0.9829";"1.2619";"0.3463";"0.9592";"0.7043"
"246626_at";"1726";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246627_s_at";"1727";"1.2702";"1.0327";"0.989";"0.5838";"0.0323"
"246628_at";"1728";"1.1461";"1.0588";"0.9568";"0.8161";"0.1013"
"246629_at";"1729";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246630_at";"1730";"0.7502";"0.4832";"0.0216";"1.0297";"0.9932"
"246631_at";"1731";"1.1078";"1.0653";"0.9221";"0.871";"0.1267"
"246632_at";"1732";"1.0075";"1.338";"0.4922";"1.3061";"0.5203"
"246633_at";"1733";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246634_at";"1734";"1.262";"1.0363";"0.9866";"0.5994";"0.0358"
"246635_at";"1735";"0.9434";"1.1583";"0.265";"1.003";"0.8049"
"246636_at";"1736";"1.0575";"1.4005";"0.5672";"1.2353";"0.376"
"246637_at";"1737";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246638_at";"1738";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246639_x_at";"1739";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246640_x_at";"1740";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246641_s_at";"1741";"0.9872";"1.2938";"0.39";"0.9857";"0.7552"
"246642_s_at";"1742";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246643_s_at";"1743";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246644_at";"1744";"1.05";"1.0575";"0.8876";"1.0416";"0.2296"
"246645_at";"1745";"1.0869";"0.9736";"0.7052";"1.0217";"0.2143"
"246646_at";"1746";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246647_at";"1747";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246648_at";"1748";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246649_at";"1749";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246650_at";"1750";"1.138";"1.0205";"0.8263";"0.9241";"0.1571"
"246651_at";"1751";"0.8304";"0.6843";"0.0568";"1.0482";"0.977"
"246652_at";"1752";"0.9082";"1.071";"0.2119";"1.3035";"0.5174"
"246653_at";"1753";"0.9533";"1.2047";"0.2936";"1.006";"0.8132"
"246654_s_at";"1754";"1.0678";"0.9764";"0.7349";"1.1033";"0.2715"
"246655_at";"1755";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246656_at";"1756";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246657_at";"1757";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246658_at";"1758";"1.0358";"1.3081";"0.4443";"1.2224";"0.3601"
"246659_at";"1759";"0.9958";"1.3071";"0.4329";"1.2912";"0.4616"
"246660_at";"1760";"1.054";"1.3911";"0.5616";"1.2478";"0.3854"
"246661_at";"1761";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246662_at";"1762";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246663_at";"1763";"0.9577";"1.2163";"0.3004";"0.9985";"0.7923"
"246664_at";"1764";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246665_s_at";"1765";"0.8966";"0.9924";"0.1719";"1.0138";"0.8324"
"246666_at";"1766";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246667_at";"1767";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246668_at";"1768";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246669_at";"1769";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246670_at";"1770";"1.0001";"0.9762";"0.6987";"1.2869";"0.4935"
"246671_at";"1771";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246672_at";"1772";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246673_at";"1773";"0.9563";"1.1843";"0.2789";"0.9862";"0.7608"
"246674_at";"1774";"0.9792";"1.2303";"0.314";"1.0153";"0.8381"
"246675_at";"1775";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246676_at";"1776";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246677_at";"1777";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246678_at";"1778";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246679_at";"1779";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246680_at";"1780";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246681_at";"1781";"1.1139";"1.0652";"0.9272";"0.8889";"0.1369"
"246682_at";"1782";"1.0851";"0.9743";"0.7204";"0.9842";"0.1899"
"246683_at";"1783";"0.991";"1.3054";"0.4085";"0.9863";"0.7599"
"246684_at";"1784";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246685_at";"1785";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246686_at";"1786";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246687_at";"1787";"0.9546";"1.1377";"0.2527";"1.0273";"0.862"
"246688_at";"1788";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246689_at";"1789";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246690_at";"1790";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246691_at";"1791";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246692_at";"1792";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246693_at";"1793";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246694_at";"1794";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246695_at";"1795";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246696_at";"1796";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246697_at";"1797";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246698_at";"1798";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246699_at";"1799";"0.9799";"1.2219";"0.3085";"1.0105";"0.8253"
"246700_at";"1800";"0.5458";"0.142";"0.0015";"1.0091";"0.9996"
"246701_at";"1801";"0.7658";"0.5169";"0.0261";"1.033";"0.9911"
"246702_at";"1802";"0.7489";"0.4828";"0.0214";"1.032";"0.9917"
"246703_at";"1803";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246704_at";"1804";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246705_x_at";"1805";"1.0106";"0.9744";"0.7194";"1.2817";"0.4321"
"246706_at";"1806";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246707_at";"1807";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246708_at";"1808";"0.7029";"0.3966";"0.0131";"1.0262";"0.9947"
"246709_s_at";"1809";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246710_at";"1810";"1.0102";"0.9747";"0.726";"1.2905";"0.4495"
"246711_at";"1811";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246712_at";"1812";"1.0172";"1.0022";"0.7961";"1.2155";"0.3542"
"246713_at";"1813";"1.0066";"0.9734";"0.7111";"1.2896";"0.4486"
"246714_at";"1814";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246715_at";"1815";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246716_s_at";"1816";"0.7583";"0.5158";"0.0259";"1.0404";"0.9868"
"246717_at";"1817";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246718_at";"1818";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246719_at";"1819";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246720_at";"1820";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246721_at";"1821";"1.0034";"0.9747";"0.7029";"1.2898";"0.4641"
"246722_at";"1822";"1.0117";"0.9742";"0.7216";"1.2797";"0.4276"
"246723_at";"1823";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246724_at";"1824";"1.2667";"1.0573";"0.9607";"0.6077";"0.0371"
"246725_at";"1825";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246726_at";"1826";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246727_at";"1827";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246728_at";"1828";"1.1422";"1.0621";"0.9466";"0.8005";"0.0946"
"246729_at";"1829";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246730_at";"1830";"0.7593";"0.5458";"0.0299";"1.0518";"0.97"
"246731_at";"1831";"0.99";"1.2868";"0.3796";"0.986";"0.7381"
"246732_at";"1832";"1.7457";"1.0092";"0.9996";"0.1511";"0.0015"
"246733_at";"1833";"0.9821";"1.2871";"0.3795";"1.2872";"0.4842"
"246734_at";"1834";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246735_at";"1835";"1.0589";"0.9784";"0.7396";"1.0763";"0.2533"
"246736_at";"1836";"1.1506";"1.0622";"0.9456";"0.8247";"0.1042"
"246737_at";"1837";"1.2321";"1.0589";"0.9564";"0.6174";"0.0401"
"246738_at";"1838";"1.0993";"0.9741";"0.7038";"0.9541";"0.173"
"246739_at";"1839";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246740_at";"1840";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246741_at";"1841";"1";"1.3413";"0.4985";"1.3239";"0.5495"
"246742_at";"1842";"0.97";"1.2303";"0.3149";"0.9867";"0.763"
"246743_at";"1843";"0.9984";"1.3311";"0.4835";"1.3241";"0.5492"
"246744_at";"1844";"1.0665";"0.8885";"0.6134";"1.2268";"0.3663"
"246745_at";"1845";"0.9072";"0.899";"0.1277";"1.0571";"0.9432"
"246746_at";"1846";"1.0891";"1.0656";"0.9233";"0.9412";"0.1645"
"246747_at";"1847";"0.9145";"0.9258";"0.1395";"1.0552";"0.9274"
"246748_at";"1848";"0.8706";"0.8031";"0.0878";"1.0543";"0.9622"
"246749_at";"1849";"1.2511";"1.0425";"0.9808";"0.6181";"0.04"
"246750_at";"1850";"0.9386";"1.009";"0.1791";"1.0477";"0.9052"
"246751_at";"1851";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246752_at";"1852";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246753_at";"1853";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246754_at";"1854";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246755_at";"1855";"1.0701";"0.9744";"0.7249";"1.0523";"0.2368"
"246756_at";"1856";"0.9559";"1.217";"0.3033";"1.0048";"0.8102"
"246757_at";"1857";"0.9299";"1.1121";"0.2349";"1.2915";"0.4516"
"246758_at";"1858";"0.8117";"0.6363";"0.0452";"1.0436";"0.9832"
"246759_at";"1859";"0.5941";"0.2047";"0.0031";"1.0135";"0.999"
"246760_at";"1860";"0.9465";"1.135";"0.2494";"0.9853";"0.7411"
"246761_at";"1861";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246762_at";"1862";"0.9181";"1.118";"0.239";"0.986";"0.7576"
"246763_at";"1863";"0.9936";"1.3082";"0.4444";"1.3143";"0.5362"
"246764_s_at";"1864";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246765_at";"1865";"1.062";"1.0626";"0.904";"1.0085";"0.2052"
"246766_at";"1866";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246767_at";"1867";"1.0377";"1.3976";"0.5654";"1.2885";"0.448"
"246768_at";"1868";"0.8869";"1.0046";"0.1775";"1.3893";"0.6175"
"246769_at";"1869";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246770_at";"1870";"1.0454";"1.0279";"0.8386";"1.121";"0.2829"
"246771_at";"1871";"0.9853";"1.2885";"0.3831";"0.9861";"0.7584"
"246772_at";"1872";"0.9902";"1.2772";"0.365";"1.2478";"0.386"
"246773_at";"1873";"0.9713";"1.2009";"0.2892";"1.0155";"0.8396"
"246774_at";"1874";"0.9944";"1.3078";"0.4183";"0.9851";"0.7412"
"246775_at";"1875";"1.2211";"1.0427";"0.9808";"0.6646";"0.0517"
"246776_at";"1876";"1.028";"0.9816";"0.7468";"1.2315";"0.3701"
"246777_at";"1877";"1.0547";"1.0349";"0.8488";"1.0797";"0.2573"
"246778_at";"1878";"0.8865";"0.8452";"0.1046";"1.0577";"0.9503"
"246779_at";"1879";"1.4352";"1.041";"0.9825";"0.4156";"0.0124"
"246780_at";"1880";"0.9653";"1.2089";"0.2969";"0.9858";"0.7441"
"246781_at";"1881";"0.8228";"0.6582";"0.0515";"1.0493";"0.9755"
"246782_at";"1882";"0.906";"0.9629";"0.1569";"1.2769";"0.4221"
"246783_at";"1883";"0.6575";"0.3095";"0.0073";"1.0226";"0.9964"
"246784_at";"1884";"1.0194";"1.3485";"0.5159";"1.2787";"0.4263"
"246785_at";"1885";"1.1052";"1.0646";"0.9361";"0.8951";"0.1416"
"246786_at";"1886";"0.9834";"1.3064";"0.4245";"1.303";"0.5166"
"246787_s_at";"1887";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246788_at";"1888";"1.004";"1.3703";"0.5453";"1.3176";"0.5414"
"246789_at";"1889";"1.267";"1.0364";"0.9863";"0.5915";"0.0338"
"246790_at";"1890";"1.035";"1.0157";"0.8184";"1.1413";"0.2966"
"246791_at";"1891";"1.2994";"1.0308";"0.9901";"0.5484";"0.0256"
"246792_at";"1892";"0.9614";"1.2611";"0.3445";"1.3322";"0.5599"
"246793_at";"1893";"1.0837";"0.9575";"0.672";"1.1111";"0.2763"
"246794_s_at";"1894";"0.8817";"0.9142";"0.1349";"1.003";"0.8051"
"246795_at";"1895";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246796_at";"1896";"0.9094";"0.9093";"0.1335";"1.055";"0.9305"
"246797_at";"1897";"0.7443";"0.4948";"0.0233";"1.0458";"0.9813"
"246798_at";"1898";"0.9672";"1.242";"0.3261";"0.9944";"0.7824"
"246799_at";"1899";"1.0151";"0.9384";"0.6548";"1.288";"0.4815"
"246800_at";"1900";"0.9591";"1.0724";"0.2131";"1.0465";"0.9025"
"246801_at";"1901";"1.0427";"1.0556";"0.8835";"1.0749";"0.2521"
"246802_at";"1902";"0.9914";"1.3053";"0.4101";"0.9862";"0.759"
"246803_at";"1903";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246804_at";"1904";"0.9774";"1.2713";"0.3567";"0.9895";"0.77"
"246805_at";"1905";"0.9396";"1.1434";"0.256";"1.0039";"0.8078"
"246806_at";"1906";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246807_at";"1907";"0.8393";"0.7272";"0.0677";"1.0562";"0.9363"
"246808_at";"1908";"0.9188";"1.1399";"0.254";"1.3547";"0.5899"
"246809_s_at";"1909";"1.0366";"1.0201";"0.8255";"1.132";"0.2903"
"246810_at";"1910";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246811_at";"1911";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246812_at";"1912";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246813_at";"1913";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246814_at";"1914";"0.4839";"0.0934";"0.0007";"1.0108";"0.9994"
"246815_at";"1915";"1.0484";"1.1305";"0.2464";"0.8716";"0.1275"
"246816_at";"1916";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246817_at";"1917";"0.9934";"1.3343";"0.4876";"1.3407";"0.5708"
"246818_at";"1918";"0.9282";"1.0244";"0.1875";"0.986";"0.7446"
"246819_at";"1919";"1.0252";"0.9821";"0.7486";"1.2662";"0.4068"
"246820_at";"1920";"1.371";"1.0654";"0.9284";"0.5403";"0.0239"
"246821_at";"1921";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246822_at";"1922";"1.0649";"1.0594";"0.8928";"1.023";"0.2162"
"246823_at";"1923";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246824_at";"1924";"0.884";"0.8361";"0.0999";"1.0559";"0.9566"
"246825_at";"1925";"1.1769";"1.0536";"0.9689";"0.7398";"0.0738"
"246826_at";"1926";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246827_at";"1927";"1.0161";"1.3256";"0.4767";"1.2909";"0.4658"
"246828_at";"1928";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246829_at";"1929";"1.0934";"1.0657";"0.9263";"0.9156";"0.1528"
"246830_at";"1930";"1.0884";"1.0655";"0.9253";"0.938";"0.1633"
"246831_at";"1931";"1.7356";"1.0094";"0.9996";"0.1486";"0.0016"
"246832_at";"1932";"0.9796";"1.243";"0.3257";"0.9659";"0.7105"
"246833_at";"1933";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246834_at";"1934";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246835_at";"1935";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246836_s_at";"1936";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246837_at";"1937";"1.1248";"1.0084";"0.8068";"0.8899";"0.1376"
"246838_at";"1938";"1.2389";"1.0534";"0.9691";"0.6323";"0.0438"
"246839_at";"1939";"1.1483";"1.3821";"0.5545";"0.7336";"0.071"
"246840_at";"1940";"0.8123";"0.6368";"0.0451";"1.0472";"0.9781"
"246841_at";"1941";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246842_at";"1942";"1.0606";"1.0611";"0.9";"1.0128";"0.2079"
"246843_at";"1943";"1.1566";"0.9901";"0.7706";"0.8549";"0.1195"
"246844_at";"1944";"0.433";"0.0643";"0.0003";"1.0048";"0.9999"
"246845_at";"1945";"1.1371";"1.0615";"0.9477";"0.8429";"0.1136"
"246846_at";"1946";"1.0695";"0.975";"0.7304";"1.0761";"0.2532"
"246847_at";"1947";"1.0042";"1.3429";"0.504";"1.3142";"0.5359"
"246848_at";"1948";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246849_at";"1949";"1.2132";"1.0459";"0.9782";"0.6718";"0.0532"
"246850_at";"1950";"1.4541";"1.0179";"0.9978";"0.329";"0.0077"
"246851_at";"1951";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246852_at";"1952";"0.949";"1.0382";"0.1933";"1.0504";"0.9112"
"246853_at";"1953";"1.027";"0.9809";"0.7457";"1.2314";"0.3729"
"246854_at";"1954";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246855_at";"1955";"0.9764";"1.2352";"0.3187";"1.2496";"0.3892"
"246856_at";"1956";"1.0632";"0.9826";"0.7513";"1.1036";"0.2718"
"246857_at";"1957";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246858_at";"1958";"1.0874";"1.065";"0.9155";"0.9158";"0.1529"
"246859_at";"1959";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246860_at";"1960";"0.7028";"0.3793";"0.0121";"1.0251";"0.9954"
"246861_at";"1961";"0.5363";"0.1298";"0.0013";"1.0087";"0.9997"
"246862_at";"1962";"1.1012";"0.9787";"0.74";"0.9962";"0.198"
"246863_at";"1963";"1.2879";"1.0307";"0.9901";"0.5648";"0.0274"
"246864_at";"1964";"1.216";"1.0462";"0.9781";"0.677";"0.0546"
"246865_s_at";"1965";"1.1015";"0.9874";"0.7633";"0.9576";"0.1757"
"246866_at";"1966";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246867_at";"1967";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246868_at";"1968";"0.7256";"0.4448";"0.0167";"1.0292";"0.9934"
"246869_at";"1969";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246870_at";"1970";"1.4489";"1.0179";"0.9978";"0.3313";"0.0079"
"246871_at";"1971";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246872_at";"1972";"0.9914";"1.2621";"0.3466";"1.0022";"0.8037"
"246873_at";"1973";"0.9492";"1.1805";"0.2763";"1.0004";"0.8002"
"246874_at";"1974";"1.0055";"0.9736";"0.7082";"1.2916";"0.454"
"246875_at";"1975";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246876_at";"1976";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246877_at";"1977";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246878_at";"1978";"1.0026";"1.014";"0.8162";"1.2244";"0.3637"
"246879_at";"1979";"1.0388";"0.9706";"0.6852";"1.1894";"0.3311"
"246880_s_at";"1980";"0.8119";"0.6442";"0.0477";"1.0492";"0.9751"
"246881_at";"1981";"1.0178";"1.0041";"0.7988";"1.2179";"0.356"
"246882_at";"1982";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246883_at";"1983";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246884_at";"1984";"1.0046";"0.9736";"0.7089";"1.2916";"0.4544"
"246885_at";"1985";"1.1392";"0.9751";"0.7304";"0.8955";"0.1418"
"246886_at";"1986";"1.0236";"0.9775";"0.6947";"1.2311";"0.3717"
"246887_at";"1987";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246888_at";"1988";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246889_at";"1989";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246890_at";"1990";"1.0033";"0.9736";"0.7118";"1.2898";"0.4733"
"246891_at";"1991";"0.7875";"0.6358";"0.0459";"1.0542";"0.9233"
"246892_at";"1992";"0.8978";"0.9977";"0.1742";"1.0132";"0.8308"
"246893_at";"1993";"1.0433";"0.9031";"0.6257";"1.1111";"0.2762"
"246894_at";"1994";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246895_at";"1995";"0.9476";"1.0312";"0.1906";"1.0515";"0.9139"
"246896_at";"1996";"1.0388";"1.0218";"0.8284";"1.1224";"0.2844"
"246897_at";"1997";"0.8418";"0.711";"0.0638";"1.051";"0.9724"
"246898_at";"1998";"1.0137";"0.9744";"0.7251";"1.2748";"0.4202"
"246899_at";"1999";"1.2064";"1.0478";"0.9771";"0.6914";"0.0571"
"246900_at";"2000";"0.9987";"1.3081";"0.4402";"0.985";"0.7414"
"246901_at";"2001";"0.7413";"0.4688";"0.0194";"1.0288";"0.9935"
"246902_at";"2002";"0.891";"0.9076";"0.1328";"1.0437";"0.8907"
"246903_at";"2003";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246904_at";"2004";"0.9923";"1.3081";"0.4131";"0.9858";"0.7573"
"246905_at";"2005";"1.775";"1.0093";"0.9996";"0.1448";"0.0014"
"246906_at";"2006";"0.9909";"1.3378";"0.4933";"1.354";"0.5886"
"246907_at";"2007";"1.0976";"1.007";"0.8049";"1.0345";"0.224"
"246908_at";"2008";"1.3627";"1.0241";"0.9947";"0.4537";"0.0155"
"246909_at";"2009";"0.9251";"0.957";"0.1531";"1.0548";"0.9296"
"246910_at";"2010";"0.8508";"0.7435";"0.0722";"1.0559";"0.9572"
"246911_at";"2011";"1.0079";"1.3414";"0.4987";"1.3021";"0.516"
"246912_at";"2012";"0.9486";"1.1407";"0.2544";"0.9775";"0.7217"
"246913_at";"2013";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246914_at";"2014";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246915_at";"2015";"1.0272";"0.9817";"0.7472";"1.2319";"0.3712"
"246916_at";"2016";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246917_at";"2017";"0.988";"1.3313";"0.4837";"1.3599";"0.596"
"246918_at";"2018";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246919_at";"2019";"1.1481";"1.0591";"0.9559";"0.8177";"0.1023"
"246920_at";"2020";"1.1439";"1.0626";"0.9039";"0.883";"0.1336"
"246921_at";"2021";"1.4612";"1.0317";"0.9895";"0.3971";"0.0111"
"246922_at";"2022";"1.5534";"1.0636";"0.9412";"0.346";"0.0085"
"246923_at";"2023";"1.1155";"1.0631";"0.9433";"0.8785";"0.1303"
"246924_at";"2024";"0.9573";"1.0712";"0.2125";"1.0458";"0.8995"
"246925_at";"2025";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246926_at";"2026";"2.6577";"1.0035";"1";"0.0439";"0.0002"
"246927_s_at";"2027";"1";"1.0698";"0.5847";"1.0746";"0.627"
"246928_at";"2028";"1.1344";"1.0636";"0.9429";"0.8103";"0.0993"
