"ath1_probe";"probe_target_number";"FC_LFYGR_WT_GSE28062";"pfp_LFYGR_WT_down";"P.value_LFYGR_WT_down";"pfp_LFYGR_WT_up";"P.value_LFYGR_WT_up"
"248323_at";"3423";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248324_at";"3424";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248325_at";"3425";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248326_at";"3426";"0.9138";"0.7557";"0.1111";"1.108";"0.9599"
"248327_at";"3427";"0.5795";"0.0393";"0.0017";"1.1035";"0.9437"
"248328_at";"3428";"1.0333";"1.6653";"0.6386";"1.2545";"0.4127"
"248329_at";"3429";"1.0517";"1.6675";"0.6453";"1.1452";"0.3416"
"248330_at";"3430";"1.067";"1.102";"0.9723";"0.7886";"0.1654"
"248331_at";"3431";"0.9472";"1.0571";"0.2041";"1.0978";"0.9279"
"248332_at";"3432";"1.0032";"1.0517";"0.7591";"1.5115";"0.6391"
"248333_at";"3433";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248334_s_at";"3434";"0.8837";"0.8112";"0.1262";"1.0419";"0.8143"
"248335_at";"3435";"0.346";"0.0005";"0";"1.0098";"1"
"248336_at";"3436";"1.1534";"1.0623";"0.9952";"0.4028";"0.0469"
"248337_at";"3437";"1.0024";"1.1436";"0.239";"1.0543";"0.2901"
"248338_at";"3438";"1.1007";"1.0851";"0.9873";"0.6235";"0.1053"
"248339_at";"3439";"1.2328";"1.0462";"0.998";"0.2154";"0.0146"
"248340_at";"3440";"1.0363";"1.6455";"0.5716";"1.0239";"0.2742"
"248341_at";"3441";"1.0147";"1.1041";"0.9045";"1.2237";"0.3915"
"248342_at";"3442";"1.0161";"1.0445";"0.7083";"1.4678";"0.5895"
"248343_at";"3443";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248344_at";"3444";"0.7899";"0.2404";"0.0191";"1.109";"0.9689"
"248345_at";"3445";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248346_at";"3446";"1.0887";"1.0676";"0.8007";"0.7524";"0.1507"
"248347_at";"3447";"1.3236";"1.0965";"0.9769";"0.1354";"0.0065"
"248348_at";"3448";"1.4632";"1.0913";"0.9826";"0.0463";"0.0011"
"248349_at";"3449";"1.0253";"1.0579";"0.7797";"1.2851";"0.4341"
"248350_at";"3450";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248351_at";"3451";"0.9676";"1.2917";"0.3023";"1.4507";"0.5705"
"248352_at";"3452";"1.0766";"1.0748";"0.8188";"1.1297";"0.3327"
"248353_at";"3453";"0.9822";"1.5749";"0.489";"1.0516";"0.8353"
"248354_at";"3454";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248355_at";"3455";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248356_at";"3456";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248357_at";"3457";"0.8674";"0.5793";"0.0724";"1.0857";"0.9017"
"248358_at";"3458";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248359_at";"3459";"0.983";"1.233";"0.2766";"1.0044";"0.7512"
"248360_at";"3460";"1.1181";"1.0872";"0.9858";"0.5904";"0.0945"
"248361_at";"3461";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248362_at";"3462";"0.9425";"0.8614";"0.1396";"1.1058";"0.9813"
"248363_at";"3463";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248364_at";"3464";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248365_at";"3465";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248366_at";"3466";"0.7617";"0.1694";"0.0117";"1.0885";"0.9947"
"248367_at";"3467";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248368_at";"3468";"1.0001";"1.0608";"0.7487";"1.4959";"0.6614"
"248369_at";"3469";"0.9816";"1.5033";"0.4252";"1.502";"0.6231"
"248370_at";"3470";"0.9622";"1.614";"0.5273";"1.3983";"0.5223"
"248371_at";"3471";"0.9348";"1.198";"0.2628";"1.4586";"0.5809"
"248372_at";"3472";"1.0801";"1.5495";"0.4641";"1.1614";"0.3515"
"248373_at";"3473";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248374_at";"3474";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248375_at";"3475";"1.1784";"1.098";"0.8828";"0.3475";"0.0351"
"248376_at";"3476";"1.1215";"1.1044";"0.9663";"0.5838";"0.0924"
"248377_at";"3477";"1.4513";"1.0519";"0.9972";"0.041";"0.0009"
"248378_at";"3478";"0.9646";"1.1287";"0.2323";"1.5097";"0.6325"
"248379_at";"3479";"1.1749";"1.0987";"0.9751";"0.3902";"0.0442"
"248380_at";"3480";"1.1053";"1.077";"0.8231";"0.7626";"0.1542"
"248381_at";"3481";"1.4027";"1.0272";"0.9996";"0.0501";"0.0013"
"248382_at";"3482";"0.8696";"0.4204";"0.0437";"1.0869";"0.9952"
"248383_at";"3483";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248384_at";"3484";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248385_at";"3485";"1.2664";"1.1024";"0.9712";"0.1467";"0.0075"
"248386_at";"3486";"1.0136";"1.6518";"0.6167";"1.2736";"0.4269"
"248387_at";"3487";"1.0788";"1.1016";"0.8954";"0.8309";"0.1829"
"248388_at";"3488";"1.0692";"1.1079";"0.9268";"0.8278";"0.1814"
"248389_at";"3489";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248390_at";"3490";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248391_at";"3491";"1.602";"1.0129";"1";"0.0108";"0.0001"
"248392_at";"3492";"0.3819";"0.0013";"0";"1.0122";"1"
"248393_at";"3493";"0.9306";"0.975";"0.1756";"1.1008";"0.9369"
"248394_at";"3494";"1.3245";"1.0219";"0.9998";"0.0963";"0.0036"
"248395_at";"3495";"1.1193";"1.0799";"0.9901";"0.5196";"0.075"
"248396_at";"3496";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248397_at";"3497";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248398_at";"3498";"0.9191";"0.9312";"0.1615";"1.081";"0.8939"
"248399_at";"3499";"1.1576";"1.0875";"0.9857";"0.4174";"0.05"
"248400_at";"3500";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248401_at";"3501";"1.2321";"1.0821";"0.9893";"0.2126";"0.0142"
"248402_at";"3502";"1.1635";"1.0696";"0.9934";"0.3686";"0.0395"
"248403_at";"3503";"1.1216";"1.108";"0.9272";"0.6209";"0.1039"
"248404_at";"3504";"0.4582";"0.0042";"0.0001";"1.0188";"1"
"248405_at";"3505";"0.9999";"1.6625";"0.6321";"1.543";"0.7455"
"248406_at";"3506";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248407_at";"3507";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248408_at";"3508";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248409_at";"3509";"1.1568";"1.0865";"0.9864";"0.4418";"0.0561"
"248410_at";"3510";"1.1655";"1.0866";"0.9863";"0.3927";"0.0448"
"248411_at";"3511";"1.0632";"1.0978";"0.8816";"1.0472";"0.2856"
"248412_at";"3512";"1.0785";"1.0904";"0.8566";"0.9011";"0.2133"
"248413_at";"3513";"1.081";"1.6793";"0.6681";"0.8772";"0.202"
"248414_at";"3514";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248415_at";"3515";"1.0058";"1.5728";"0.486";"1.3002";"0.4448"
"248416_at";"3516";"0.9391";"1.0803";"0.2134";"1.0741";"0.8788"
"248417_at";"3517";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248418_at";"3518";"0.9893";"1.5946";"0.5084";"1.5086";"0.6474"
"248419_at";"3519";"0.965";"1.3711";"0.3453";"1.5071";"0.6524"
"248420_at";"3520";"0.8801";"0.5293";"0.063";"1.1088";"0.9668"
"248421_at";"3521";"1.048";"1.0809";"0.8327";"1.0932";"0.3117"
"248422_at";"3522";"1.0714";"1.0302";"0.6903";"1.0747";"0.3008"
"248423_at";"3523";"0.4188";"0.0026";"0";"1.0146";"1"
"248424_at";"3524";"1.2338";"1.1061";"0.9612";"0.2869";"0.0251"
"248425_at";"3525";"1.0682";"1.0457";"0.7098";"1.0416";"0.2823"
"248426_at";"3526";"1.0732";"1.1025";"0.9708";"0.7937";"0.1672"
"248427_at";"3527";"0.9312";"0.8249";"0.1299";"1.1081";"0.9756"
"248428_at";"3528";"1.001";"1.0545";"0.7525";"1.5071";"0.65"
"248429_at";"3529";"0.7999";"0.2326";"0.0182";"1.0909";"0.9939"
"248430_at";"3530";"1.0006";"1.6685";"0.6471";"1.5164";"0.7115"
"248431_at";"3531";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248432_at";"3532";"1.9277";"1.0063";"1";"0.0012";"0"
"248433_at";"3533";"1.1184";"1.0783";"0.9907";"0.5372";"0.0796"
"248434_at";"3534";"0.9946";"1.4823";"0.412";"1.0806";"0.8929"
"248435_at";"3535";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248436_at";"3536";"1.0472";"1.0728";"0.8116";"1.1864";"0.368"
"248437_at";"3537";"0.9991";"1.6466";"0.5741";"1.0423";"0.8113"
"248438_at";"3538";"1.162";"1.0852";"0.9873";"0.4273";"0.0528"
"248439_at";"3539";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248440_at";"3540";"1.1338";"1.1081";"0.9263";"0.4851";"0.0673"
"248441_at";"3541";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248442_at";"3542";"0.9181";"0.7327";"0.1048";"1.1081";"0.9756"
"248443_at";"3543";"1.6456";"1.0249";"0.9997";"0.0146";"0.0002"
"248444_at";"3544";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248445_at";"3545";"1.0568";"1.6359";"0.5543";"1.1958";"0.3737"
"248446_at";"3546";"1.0321";"1.0645";"0.7937";"1.1683";"0.3576"
"248447_at";"3547";"1.01";"1.5335";"0.4505";"1.508";"0.6489"
"248448_at";"3548";"0.9549";"1.0434";"0.1981";"1.3973";"0.5215"
"248449_at";"3549";"1.139";"1.1042";"0.9675";"0.4778";"0.0652"
"248450_at";"3550";"1.0271";"1.0786";"0.8271";"1.2646";"0.4206"
"248451_at";"3551";"0.9897";"1.5785";"0.4928";"1.4081";"0.5314"
"248452_at";"3552";"1.0094";"1.3493";"0.3333";"0.9551";"0.2384"
"248453_at";"3553";"1.0282";"1.6816";"0.6701";"1.0802";"0.3048"
"248454_at";"3554";"0.8442";"0.4495";"0.0489";"1.1039";"0.9446"
"248455_at";"3555";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248456_at";"3556";"0.9762";"1.3366";"0.325";"1.0933";"0.9174"
"248457_at";"3557";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248458_at";"3558";"0.9549";"1.1439";"0.2393";"1.0714";"0.8718"
"248459_at";"3559";"1.1139";"1.08";"0.99";"0.5603";"0.0861"
"248460_at";"3560";"0.9519";"1.2136";"0.2693";"1.0911";"0.9104"
"248461_s_at";"3561";"0.8305";"0.3576";"0.0341";"1.1057";"0.9819"
"248462_at";"3562";"1.0312";"1.6487";"0.6138";"1.1656";"0.3546"
"248463_at";"3563";"0.9227";"0.995";"0.1816";"1.4723";"0.5931"
"248464_at";"3564";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248465_at";"3565";"1.0227";"1.642";"0.5789";"1.4562";"0.5772"
"248466_at";"3566";"0.6237";"0.0246";"0.0009";"1.0351";"1"
"248467_at";"3567";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248468_at";"3568";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248469_at";"3569";"0.9988";"1.6407";"0.5808";"1.0422";"0.8155"
"248470_at";"3570";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248471_at";"3571";"1.0339";"1.6749";"0.6582";"1.1502";"0.3448"
"248472_at";"3572";"0.9467";"1.0753";"0.211";"1.0067";"0.7549"
"248473_at";"3573";"0.979";"1.1311";"0.2334";"1.1092";"0.9648"
"248474_at";"3574";"1.0125";"1.0441";"0.7078";"1.3882";"0.5164"
"248475_at";"3575";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248476_at";"3576";"0.8181";"0.363";"0.035";"1.0779";"0.887"
"248477_at";"3577";"0.9323";"1.0295";"0.1929";"1.0824";"0.896"
"248478_at";"3578";"0.9856";"1.6404";"0.56";"1.3521";"0.4845"
"248479_at";"3579";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248480_at";"3580";"0.8431";"0.3342";"0.0308";"1.084";"0.9959"
"248481_at";"3581";"1.0484";"1.026";"0.6843";"1.1748";"0.3614"
"248482_at";"3582";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248483_at";"3583";"1.1091";"1.0257";"0.6839";"0.7767";"0.1597"
"248484_at";"3584";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248485_at";"3585";"0.965";"1.2416";"0.2804";"1.4508";"0.5704"
"248486_at";"3586";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248487_at";"3587";"0.9577";"1.2651";"0.2909";"1.5426";"0.7438"
"248488_at";"3588";"0.9792";"1.439";"0.3854";"1.0712";"0.8713"
"248489_at";"3589";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248490_at";"3590";"1.0001";"1.0572";"0.7501";"1.491";"0.6634"
"248491_at";"3591";"1.3632";"1.0231";"0.9998";"0.0672";"0.002"
"248492_at";"3592";"1.1033";"1.0978";"0.976";"0.6602";"0.1173"
"248493_at";"3593";"1.0029";"1.527";"0.4449";"1.4723";"0.5931"
"248494_at";"3594";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248495_at";"3595";"1.1727";"1.1034";"0.9016";"0.5378";"0.08"
"248496_at";"3596";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248497_at";"3597";"0.8816";"0.5625";"0.0693";"1.1086";"0.9672"
"248498_at";"3598";"1.0852";"1.0901";"0.856";"0.7991";"0.1703"
"248499_at";"3599";"1.113";"1.0541";"0.7695";"0.4995";"0.0702"
"248500_at";"3600";"0.8895";"0.5753";"0.0716";"1.1041";"0.9841"
"248501_at";"3601";"1.0554";"1.0683";"0.8021";"1.0784";"0.3032"
"248502_at";"3602";"1.192";"1.0681";"0.9938";"0.3358";"0.0329"
"248503_at";"3603";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248504_at";"3604";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248505_at";"3605";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248506_at";"3606";"1.0887";"1.1057";"0.9089";"0.8062";"0.1726"
"248507_at";"3607";"1.0941";"1.0742";"0.8166";"0.8804";"0.2034"
"248508_at";"3608";"0.9975";"1.5486";"0.4623";"1.3916";"0.5179"
"248509_at";"3609";"0.4129";"0.0022";"0";"1.0136";"1"
"248510_at";"3610";"0.9668";"1.3245";"0.3184";"1.5007";"0.6217"
"248511_at";"3611";"1.2298";"1.1028";"0.9705";"0.2142";"0.0144"
"248512_at";"3612";"0.9139";"0.8829";"0.1467";"1.0779";"0.8872"
"248513_at";"3613";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248514_s_at";"3614";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248515_at";"3615";"1.0552";"1.0609";"0.7862";"1.1347";"0.3354"
"248516_at";"3616";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248517_at";"3617";"1.005";"1.6781";"0.6629";"1.3348";"0.4716"
"248518_at";"3618";"1.0008";"1.0678";"0.7998";"1.4673";"0.5889"
"248519_at";"3619";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248520_at";"3620";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248521_s_at";"3621";"1.0057";"1.6127";"0.526";"1.4442";"0.5647"
"248522_at";"3622";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248523_s_at";"3623";"0.9421";"1.0539";"0.2028";"1.0989";"0.9329"
"248524_s_at";"3624";"0.8657";"0.3939";"0.0394";"1.0845";"0.9958"
"248525_s_at";"3625";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248526_at";"3626";"1.3283";"1.0247";"0.9997";"0.0972";"0.0037"
"248527_at";"3627";"1.6563";"1.0095";"1";"0.0064";"0.0001"
"248528_at";"3628";"1";"1.0689";"0.7442";"1.4796";"0.667"
"248529_at";"3629";"0.9094";"0.6187";"0.08";"1.0955";"0.9919"
"248530_at";"3630";"0.9744";"1.1841";"0.2556";"1.3859";"0.5136"
"248531_at";"3631";"1.0157";"1.6452";"0.5772";"1.3165";"0.4571"
"248532_at";"3632";"1.1932";"1.0514";"0.9972";"0.2958";"0.0264"
"248533_at";"3633";"1.012";"1.0418";"0.7047";"1.3771";"0.5054"
"248534_at";"3634";"1.0193";"1.5538";"0.4683";"1.5064";"0.6292"
"248535_at";"3635";"0.93";"0.9589";"0.1701";"1.1078";"0.9559"
"248536_at";"3636";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248537_at";"3637";"1.0231";"1.098";"0.8814";"1.2417";"0.4032"
"248538_at";"3638";"1.207";"1.0504";"0.9974";"0.2515";"0.0194"
"248539_at";"3639";"0.9926";"1.3228";"0.3178";"1.1009";"0.9376"
"248540_at";"3640";"0.9998";"1.6406";"0.5808";"1.045";"0.8087"
"248541_at";"3641";"0.913";"1.0742";"0.2104";"1.5375";"0.7391"
"248542_at";"3642";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248543_at";"3643";"0.994";"1.4746";"0.4057";"1.3253";"0.4642"
"248544_at";"3644";"1.0001";"1.062";"0.7484";"1.4946";"0.662"
"248545_at";"3645";"1.0015";"1.0739";"0.8153";"1.444";"0.5631"
"248546_at";"3646";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248547_at";"3647";"1.1665";"1.104";"0.968";"0.393";"0.045"
"248548_at";"3648";"1.0004";"1.0583";"0.7498";"1.5047";"0.6559"
"248549_at";"3649";"0.8406";"0.3411";"0.0318";"1.0959";"0.9916"
"248550_at";"3650";"0.8984";"0.5921";"0.0751";"1.1045";"0.9836"
"248551_at";"3651";"1.5131";"1.0126";"1";"0.0193";"0.0003"
"248552_at";"3652";"1.0004";"1.0648";"0.7465";"1.2984";"0.4437"
"248553_at";"3653";"1.1247";"1.108";"0.9549";"0.5975";"0.0967"
"248554_at";"3654";"0.9511";"1.0278";"0.1925";"1.1092";"0.9648"
"248555_at";"3655";"1.0903";"1.0518";"0.7592";"0.8377";"0.1856"
"248556_at";"3656";"0.8806";"0.5746";"0.0717";"1.0975";"0.9269"
"248557_at";"3657";"0.7821";"0.1667";"0.0115";"1.0691";"0.9985"
"248558_at";"3658";"1.0621";"1.0315";"0.6926";"1.0256";"0.2753"
"248559_at";"3659";"0.2057";"0";"0";"1.0056";"1"
"248560_at";"3660";"0.9903";"1.6429";"0.5784";"1.5078";"0.6492"
"248561_at";"3661";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248562_at";"3662";"0.9907";"1.5132";"0.4342";"1.0752";"0.8815"
"248563_at";"3663";"0.9607";"1.0271";"0.1921";"1.1091";"0.9703"
"248564_at";"3664";"0.7747";"0.1709";"0.0119";"1.0899";"0.9943"
"248565_at";"3665";"1.3602";"1.0313";"0.9994";"0.084";"0.0029"
"248566_s_at";"3666";"1.143";"1.4751";"0.4069";"0.0861";"0.0031"
"248567_at";"3667";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248568_at";"3668";"1.0885";"1.1092";"0.9496";"0.7277";"0.1409"
"248569_at";"3669";"4.4662";"1.0014";"1";"0";"0"
"248570_at";"3670";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248571_at";"3671";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248572_at";"3672";"1.5401";"1.0108";"1";"0.017";"0.0002"
"248573_at";"3673";"1.0522";"1.1094";"0.9494";"0.9254";"0.225"
"248574_at";"3674";"1.0909";"1.1063";"0.9136";"0.7749";"0.1589"
"248575_at";"3675";"0.9462";"1.1074";"0.2235";"1.0144";"0.765"
"248576_at";"3676";"1.0511";"1.0672";"0.7451";"0.9831";"0.252"
"248577_at";"3677";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248578_at";"3678";"1.1386";"1.0728";"0.9925";"0.4419";"0.0562"
"248579_at";"3679";"1.0248";"1.6352";"0.5896";"1.2897";"0.4371"
"248580_at";"3680";"1.2991";"1.0349";"0.9992";"0.1243";"0.0055"
"248581_at";"3681";"0.9036";"0.8327";"0.1318";"1.042";"0.8166"
"248582_at";"3682";"0.949";"1.086";"0.2153";"1.098";"0.9284"
"248583_at";"3683";"0.9935";"1.593";"0.5072";"1.3601";"0.4897"
"248584_at";"3684";"0.9037";"0.7372";"0.1057";"1.1082";"0.9756"
"248585_at";"3685";"1.0488";"1.1072";"0.9194";"0.967";"0.2446"
"248586_at";"3686";"1.1498";"1.0844";"0.8427";"0.404";"0.0471"
"248587_at";"3687";"0.9659";"1.1968";"0.2622";"1.091";"0.9108"
"248588_at";"3688";"1.067";"1.1066";"0.9148";"0.9155";"0.2201"
"248589_at";"3689";"0.9537";"1.2807";"0.298";"1.0463";"0.8062"
"248590_at";"3690";"0.7909";"0.1789";"0.0127";"1.0661";"0.9988"
"248591_at";"3691";"0.9684";"1.4306";"0.38";"1.0372";"0.7926"
"248592_at";"3692";"1.0951";"1.1036";"0.9038";"0.6759";"0.1227"
"248593_at";"3693";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248594_at";"3694";"0.9831";"1.3448";"0.3303";"1.3814";"0.5102"
"248595_at";"3695";"0.9854";"1.2732";"0.2947";"1.4079";"0.5312"
"248596_at";"3696";"6.8452";"1.0006";"1";"0";"0"
"248597_at";"3697";"1.2889";"1.0408";"0.9986";"0.1351";"0.0064"
"248598_at";"3698";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248599_at";"3699";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248600_at";"3700";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248601_at";"3701";"1.1411";"1.1098";"0.9453";"0.5564";"0.0849"
"248602_s_at";"3702";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248603_at";"3703";"1.0507";"1.6486";"0.6144";"0.828";"0.1816"
"248604_at";"3704";"1.0657";"1.1094";"0.9377";"0.8859";"0.2063"
"248605_at";"3705";"1.0883";"1.0916";"0.982";"0.664";"0.1187"
"248606_at";"3706";"0.7999";"0.1926";"0.014";"1.0688";"0.9985"
"248607_at";"3707";"1.2162";"1.101";"0.9732";"0.2569";"0.0203"
"248608_at";"3708";"1.0862";"1.1014";"0.9728";"0.7334";"0.1435"
"248609_at";"3709";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248610_at";"3710";"1.1041";"1.1063";"0.9173";"0.7633";"0.1545"
"248611_at";"3711";"1.0129";"1.0991";"0.885";"1.2493";"0.4096"
"248612_at";"3712";"1.0209";"1.0454";"0.7094";"1.2672";"0.4221"
"248613_at";"3713";"0.898";"0.5497";"0.0669";"1.0941";"0.9928"
"248614_at";"3714";"1.0477";"1.6354";"0.5835";"0.9968";"0.2596"
"248615_at";"3715";"1.0246";"1.5705";"0.4828";"1.1309";"0.3337"
"248616_at";"3716";"1.1108";"1.1074";"0.924";"0.7154";"0.1366"
"248617_at";"3717";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248618_at";"3718";"0.9992";"1.6458";"0.5748";"1.0438";"0.8103"
"248619_at";"3719";"0.5339";"0.0108";"0.0003";"1.0285";"1"
"248620_at";"3720";"0.7991";"0.2267";"0.0176";"1.0849";"0.9957"
"248621_at";"3721";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248622_at";"3722";"1.0165";"1.651";"0.6163";"1.2213";"0.3898"
"248623_at";"3723";"0.6094";"0.0291";"0.0011";"1.0447";"0.9999"
"248624_at";"3724";"0.8921";"0.6306";"0.0825";"1.1088";"0.9685"
"248625_at";"3725";"1.5649";"1.0772";"0.991";"0.0218";"0.0003"
"248626_at";"3726";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248627_at";"3727";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248628_at";"3728";"0.9226";"0.8697";"0.1419";"1.0941";"0.9194"
"248629_at";"3729";"0.9931";"1.6157";"0.5293";"1.3377";"0.4742"
"248630_at";"3730";"1.1406";"1.105";"0.9636";"0.5733";"0.0895"
"248631_at";"3731";"1.1156";"1.1012";"0.9731";"0.5557";"0.0847"
"248632_at";"3732";"1.216";"1.0704";"0.9932";"0.2387";"0.0174"
"248633_at";"3733";"0.9654";"1.2755";"0.2956";"1.0654";"0.858"
"248634_at";"3734";"1.0929";"1.0723";"0.8091";"0.754";"0.1514"
"248635_at";"3735";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248636_at";"3736";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248637_at";"3737";"0.9722";"1.4645";"0.3999";"1.035";"0.7899"
"248638_at";"3738";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248639_at";"3739";"1.0996";"1.0934";"0.9798";"0.6382";"0.1104"
"248640_at";"3740";"0.9496";"1.0363";"0.1954";"1.0925";"0.9148"
"248641_at";"3741";"0.9999";"1.0564";"0.7265";"1.5078";"0.6486"
"248642_at";"3742";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248643_at";"3743";"1.0001";"1.0578";"0.7499";"1.4897";"0.6637"
"248644_at";"3744";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248645_at";"3745";"1.0292";"1.024";"0.682";"1.4239";"0.5428"
"248646_at";"3746";"0.647";"0.0324";"0.0013";"1.038";"0.9999"
"248647_at";"3747";"0.915";"1.0465";"0.1995";"1.0635";"0.8548"
"248648_at";"3748";"1.0086";"1.0394";"0.7016";"1.4104";"0.5333"
"248649_at";"3749";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248650_at";"3750";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248651_at";"3751";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248652_at";"3752";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248653_at";"3753";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248654_at";"3754";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248655_at";"3755";"0.9675";"1.3195";"0.3155";"1.51";"0.6442"
"248656_at";"3756";"0.987";"1.5246";"0.4419";"1.4991";"0.6923"
"248657_at";"3757";"0.918";"0.9683";"0.1729";"1.0749";"0.8805"
"248658_at";"3758";"0.9896";"1.3399";"0.328";"1.4427";"0.5594"
"248659_at";"3759";"0.9903";"1.643";"0.5785";"1.5108";"0.6362"
"248660_at";"3760";"1.0328";"1.5752";"0.4894";"1.126";"0.3305"
"248661_at";"3761";"1.058";"1.678";"0.6637";"1.2038";"0.3789"
"248662_at";"3762";"1.0457";"1.0682";"0.7413";"1.2615";"0.4178"
"248663_at";"3763";"1.0625";"1.0309";"0.6918";"0.807";"0.173"
"248664_at";"3764";"1.0804";"1.0981";"0.8806";"0.8258";"0.1804"
"248665_at";"3765";"0.9355";"1.0309";"0.1936";"1.077";"0.885"
"248666_at";"3766";"1.0048";"1.6664";"0.6383";"1.4582";"0.5803"
"248667_at";"3767";"1.0416";"1.0858";"0.846";"1.0536";"0.2898"
"248668_at";"3768";"0.9578";"1.1967";"0.2622";"1.0728";"0.8753"
"248669_at";"3769";"1.009";"1.4189";"0.3735";"1.4723";"0.5932"
"248670_at";"3770";"0.9983";"1.5878";"0.5019";"1.0644";"0.8565"
"248671_at";"3771";"1";"1.2772";"0.6831";"1.2194";"0.7517"
"248672_at";"3772";"1.024";"1.1036";"0.902";"1.1637";"0.353"
